hotel,is_canceled,lead_time,arrival_month_year,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel
Resort Hotel,0,53,15-Oct,2015,October,40,2,2,5,2,0,0,BB,NLD,Online TA,TA/TO
Resort Hotel,0,46,15-Oct,2015,October,40,2,2,5,2,0,0,BB,NLD,Offline TA/TO,TA/TO
Resort Hotel,1,23,15-Oct,2015,October,40,2,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,63,15-Oct,2015,October,40,2,2,5,1,0,0,HB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,200,15-Oct,2015,October,40,2,2,5,2,0,0,HB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,56,15-Oct,2015,October,40,2,2,6,2,0,0,BB,NLD,Online TA,TA/TO
Resort Hotel,0,49,15-Oct,2015,October,40,2,2,6,2,0,0,BB,LUX,Online TA,TA/TO
Resort Hotel,0,56,15-Oct,2015,October,40,2,2,6,2,0,0,BB,NLD,Online TA,TA/TO
Resort Hotel,0,0,15-Oct,2015,October,40,3,0,1,1,0,0,BB,AUT,Direct,Direct
Resort Hotel,1,87,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,87,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,87,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,87,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,0,114,15-Oct,2015,October,40,3,0,1,1,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,1,15-Oct,2015,October,40,3,0,1,1,0,0,BB,DEU,Direct,Direct
Resort Hotel,0,5,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,1,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,87,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,87,15-Oct,2015,October,40,3,0,1,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,4,15-Oct,2015,October,40,3,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,1,4,15-Oct,2015,October,40,3,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,192,15-Oct,2015,October,40,3,2,2,1,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,192,15-Oct,2015,October,40,3,2,2,1,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,192,15-Oct,2015,October,40,3,2,2,1,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,39,15-Oct,2015,October,40,3,2,2,2,0,0,HB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,25,15-Oct,2015,October,40,3,2,2,1,0,0,BB,OMN,Online TA,TA/TO
Resort Hotel,1,192,15-Oct,2015,October,40,3,2,2,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,192,15-Oct,2015,October,40,3,2,2,1,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,53,15-Oct,2015,October,40,3,2,2,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,21,15-Oct,2015,October,40,3,2,3,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,19,15-Oct,2015,October,40,3,2,5,2,0,0,BB,BEL,Online TA,TA/TO
Resort Hotel,0,10,15-Oct,2015,October,40,3,2,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,61,15-Oct,2015,October,40,3,2,1,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,72,15-Oct,2015,October,40,3,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,70,15-Oct,2015,October,40,3,2,5,2,0,0,BB,DEU,Online TA,TA/TO
Resort Hotel,0,46,15-Oct,2015,October,40,3,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,38,15-Oct,2015,October,40,3,2,5,2,0,0,BB,GBR,Direct,Direct
Resort Hotel,0,53,15-Oct,2015,October,40,3,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,51,15-Oct,2015,October,40,3,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,124,15-Oct,2015,October,40,3,2,5,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,361,15-Oct,2015,October,40,3,2,5,26,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,25,15-Oct,2015,October,40,3,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,49,15-Oct,2015,October,40,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,53,15-Oct,2015,October,40,3,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,14,15-Oct,2015,October,40,3,2,5,2,0,0,BB,IRL,Direct,Direct
Resort Hotel,0,163,15-Oct,2015,October,40,3,2,5,2,0,0,BB,FRA,Direct,Direct
Resort Hotel,0,2,15-Oct,2015,October,41,4,1,0,2,0,0,HB,DEU,Corporate,Corporate
Resort Hotel,0,1,15-Oct,2015,October,41,4,1,0,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,0,15-Oct,2015,October,41,4,2,0,2,0,0,BB,TUR,Online TA,TA/TO
Resort Hotel,1,338,15-Oct,2015,October,41,4,2,0,55,0,0,HB,PRT,Direct,Direct
Resort Hotel,0,0,15-Oct,2015,October,41,4,2,0,2,0,0,BB,TUR,Online TA,TA/TO
Resort Hotel,1,34,15-Oct,2015,October,41,4,2,2,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,34,15-Oct,2015,October,41,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,81,15-Oct,2015,October,41,4,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,26,15-Oct,2015,October,41,4,2,5,2,0,0,BB,GBR,Direct,Direct
Resort Hotel,0,75,15-Oct,2015,October,41,4,4,6,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,0,54,15-Oct,2015,October,41,4,4,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,1,170,15-Oct,2015,October,41,4,4,8,2,0,0,BB,CN,Groups,TA/TO
Resort Hotel,0,69,15-Oct,2015,October,41,4,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,69,15-Oct,2015,October,41,4,2,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,1,38,15-Oct,2015,October,41,4,2,3,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,90,15-Oct,2015,October,41,4,4,10,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,111,15-Oct,2015,October,41,4,2,4,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,18,15-Oct,2015,October,41,4,2,4,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,0,7,15-Oct,2015,October,41,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,1,15-Oct,2015,October,41,5,1,1,2,0,0,BB,BEL,Online TA,TA/TO
Resort Hotel,0,69,15-Oct,2015,October,41,5,1,1,2,0,0,HB,USA,Online TA,TA/TO
Resort Hotel,1,7,15-Oct,2015,October,41,5,1,0,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,10,15-Oct,2015,October,41,5,1,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,55,15-Oct,2015,October,41,5,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,10,15-Oct,2015,October,41,5,1,3,2,0,1,BB,PRT,Direct,Direct
Resort Hotel,0,52,15-Oct,2015,October,41,5,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,14,15-Oct,2015,October,41,5,2,5,2,0,1,BB,GBR,Online TA,TA/TO
Resort Hotel,0,17,15-Oct,2015,October,41,5,2,5,2,0,0,BB,CHE,Online TA,TA/TO
Resort Hotel,1,74,15-Oct,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,74,15-Oct,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,74,15-Oct,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,1,74,15-Oct,2015,October,41,5,3,6,2,0,0,HB,PRT,Online TA,TA/TO
Resort Hotel,0,207,15-Oct,2015,October,41,5,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,102,15-Oct,2015,October,41,5,3,9,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,1,15-Oct,2015,October,41,6,0,1,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,1,15-Oct,2015,October,41,6,0,1,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,1,15-Oct,2015,October,41,6,0,1,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,0,15-Oct,2015,October,41,6,0,0,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,43,15-Oct,2015,October,41,6,0,1,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,70,15-Oct,2015,October,41,6,0,1,2,0,0,BB,MEX,Online TA,TA/TO
Resort Hotel,0,0,15-Oct,2015,October,41,6,0,2,2,0,0,BB,CHE,Direct,Direct
Resort Hotel,1,91,15-Oct,2015,October,41,6,0,2,2,2,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,1,15-Oct,2015,October,41,6,0,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,1,15-Oct,2015,October,41,6,0,3,0,0,0,SC,PRT,Corporate,Corporate
Resort Hotel,0,43,15-Oct,2015,October,41,6,0,4,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,0,3,15-Oct,2015,October,41,6,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,31,15-Oct,2015,October,41,6,1,5,2,2,0,BB,ZAF,Direct,Direct
Resort Hotel,1,328,15-Oct,2015,October,41,6,2,5,20,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,328,15-Oct,2015,October,41,6,2,5,6,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,87,15-Oct,2015,October,41,6,2,5,2,0,0,HB,POL,Online TA,TA/TO
Resort Hotel,1,328,15-Oct,2015,October,41,6,2,5,5,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,84,15-Oct,2015,October,41,6,2,5,2,0,0,HB,POL,Online TA,TA/TO
Resort Hotel,0,123,15-Oct,2015,October,41,6,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,1,4,15-Oct,2015,October,41,7,0,1,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,13,15-Oct,2015,October,41,7,0,1,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,4,15-Oct,2015,October,41,7,0,1,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,4,15-Oct,2015,October,41,7,0,1,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,4,15-Oct,2015,October,41,7,0,1,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,33,15-Oct,2015,October,41,7,0,2,2,0,0,BB,DEU,Online TA,TA/TO
Resort Hotel,0,13,15-Oct,2015,October,41,7,0,2,2,0,0,FB,PRT,Complementary,Direct
Resort Hotel,0,21,15-Oct,2015,October,41,7,0,2,1,0,0,BB,IRL,Direct,Direct
Resort Hotel,0,0,15-Oct,2015,October,41,7,0,1,3,0,0,BB,AGO,Complementary,Direct
Resort Hotel,0,2,15-Oct,2015,October,41,7,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,6,15-Oct,2015,October,41,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,78,15-Oct,2015,October,41,7,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,21,15-Oct,2015,October,41,7,0,2,1,0,0,BB,NLD,Direct,Direct
Resort Hotel,0,175,15-Oct,2015,October,41,7,2,5,2,0,0,BB,BEL,Offline TA/TO,TA/TO
Resort Hotel,0,158,15-Oct,2015,October,41,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,11,15-Oct,2015,October,41,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,158,15-Oct,2015,October,41,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,1,16,15-Oct,2015,October,41,7,2,5,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,174,15-Oct,2015,October,41,7,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,174,15-Oct,2015,October,41,7,2,5,1,0,0,HB,DEU,Offline TA/TO,TA/TO
Resort Hotel,1,21,15-Oct,2015,October,41,8,0,1,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,13,15-Oct,2015,October,41,8,0,1,1,0,0,BB,ESP,Offline TA/TO,Direct
Resort Hotel,0,3,15-Oct,2015,October,41,8,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,3,15-Oct,2015,October,41,8,0,1,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,1,22,15-Oct,2015,October,41,8,0,1,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,3,15-Oct,2015,October,41,8,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,33,15-Oct,2015,October,41,8,0,3,2,1,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,3,15-Oct,2015,October,41,8,0,3,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,0,44,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,77,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,10,15-Oct,2015,October,41,8,0,3,2,0,0,BB,FRA,Online TA,TA/TO
Resort Hotel,0,44,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,76,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,71,15-Oct,2015,October,41,8,0,3,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,9,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,33,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,3,15-Oct,2015,October,41,8,0,3,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,0,77,15-Oct,2015,October,41,8,0,3,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,0,59,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,77,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,77,15-Oct,2015,October,41,8,0,3,2,2,0,BB,PRT,Direct,Direct
Resort Hotel,0,3,15-Oct,2015,October,41,8,0,3,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,71,15-Oct,2015,October,41,8,0,3,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,0,29,15-Oct,2015,October,41,8,1,3,2,0,0,BB,DEU,Online TA,TA/TO
Resort Hotel,0,10,15-Oct,2015,October,41,8,2,5,1,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,1,330,15-Oct,2015,October,41,8,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,22,15-Oct,2015,October,41,8,2,5,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,132,15-Oct,2015,October,41,8,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,10,15-Oct,2015,October,41,8,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,94,15-Oct,2015,October,41,8,2,5,2,0,0,BB,IRL,Direct,Direct
Resort Hotel,1,94,15-Oct,2015,October,41,8,2,7,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,128,15-Oct,2015,October,41,8,4,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO
Resort Hotel,0,1,15-Oct,2015,October,41,9,0,1,1,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,16,15-Oct,2015,October,41,9,0,1,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,1,15-Oct,2015,October,41,9,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,134,15-Oct,2015,October,41,9,0,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,77,15-Oct,2015,October,41,9,0,2,2,0,1,BB,PRT,Direct,Direct
Resort Hotel,0,77,15-Oct,2015,October,41,9,0,2,1,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,34,15-Oct,2015,October,41,9,0,2,2,1,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,4,15-Oct,2015,October,41,9,0,2,2,0,0,BB,IRL,Online TA,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,0,2,1,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,1,77,15-Oct,2015,October,41,9,0,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,77,15-Oct,2015,October,41,9,0,2,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,0,63,15-Oct,2015,October,41,9,1,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,0,8,15-Oct,2015,October,41,9,1,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,4,15-Oct,2015,October,41,9,1,2,2,1,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,77,15-Oct,2015,October,41,9,0,2,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,0,67,15-Oct,2015,October,41,9,0,2,2,1,0,BB,PRT,Direct,Direct
Resort Hotel,0,21,15-Oct,2015,October,41,9,1,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,13,15-Oct,2015,October,41,9,1,2,2,0,0,HB,ESP,Offline TA/TO,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,0,63,15-Oct,2015,October,41,9,1,2,2,1,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,9,15-Oct,2015,October,41,9,1,2,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,0,3,15-Oct,2015,October,41,9,1,2,2,0,0,BB,DEU,Online TA,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,0,63,15-Oct,2015,October,41,9,1,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,14,15-Oct,2015,October,41,9,1,2,2,0,0,HB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,8,15-Oct,2015,October,41,9,1,2,1,0,0,BB,IRL,Offline TA/TO,TA/TO
Resort Hotel,0,25,15-Oct,2015,October,41,9,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,1,78,15-Oct,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO
Resort Hotel,0,22,15-Oct,2015,October,41,9,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,0,15-Oct,2015,October,41,9,2,2,2,0,0,BB,ISR,Direct,Direct
Resort Hotel,0,22,15-Oct,2015,October,41,9,2,2,2,0,0,BB,PRT,Online TA,TA/TO
Resort Hotel,0,10,15-Oct,2015,October,41,9,2,2,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,4,15-Oct,2015,October,41,9,2,3,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,7,15-Oct,2015,October,41,9,2,3,2,0,0,BB,ESP,Offline TA/TO,TA/TO
Resort Hotel,0,350,15-Oct,2015,October,41,9,2,5,2,0,0,HB,LTU,Offline TA/TO,TA/TO
Resort Hotel,1,2,15-Oct,2015,October,41,10,0,1,2,0,0,BB,PRT,Direct,Direct
Resort Hotel,0,11,15-Oct,2015,October,41,10,0,1,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,11,15-Oct,2015,October,41,10,0,1,2,0,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,5,15-Oct,2015,October,41,10,0,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,35,15-Oct,2015,October,41,10,0,1,2,1,0,BB,PRT,Corporate,Corporate
Resort Hotel,0,12,15-Oct,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,4,15-Oct,2015,October,41,10,1,1,2,0,0,HB,ESP,Direct,Direct
Resort Hotel,0,5,15-Oct,2015,October,41,10,1,1,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,12,15-Oct,2015,October,41,10,1,1,2,1,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,21,15-Oct,2015,October,41,10,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,11,15-Oct,2015,October,41,10,1,1,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,4,15-Oct,2015,October,41,10,1,1,2,2,0,BB,CHL,Online TA,TA/TO
Resort Hotel,0,5,15-Oct,2015,October,41,10,1,1,2,0,0,BB,GBR,Online TA,TA/TO
Resort Hotel,0,19,15-Oct,2015,October,41,10,1,1,2,2,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,5,15-Oct,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,4,15-Oct,2015,October,41,10,1,1,2,1,0,BB,ESP,Direct,Direct
Resort Hotel,0,4,15-Oct,2015,October,41,10,1,1,2,0,0,HB,ESP,Direct,Direct
Resort Hotel,0,5,15-Oct,2015,October,41,10,1,1,2,0,0,HB,ESP,Online TA,TA/TO
Resort Hotel,0,12,15-Oct,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,0,16,15-Oct,2015,October,41,10,1,1,2,0,0,BB,ESP,Online TA,TA/TO
Resort Hotel,1,21,15-Oct,2015,October,41,10,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO
Resort Hotel,0,0,15-Oct,2015,October,41,10,1,1,2,0,0,BB,ESP,Direct,Direct
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
Resort Hotel,1,143,15-Oct,2015,October,41,10,2,5,2,0,0,BB,PRT,Groups,TA/TO
